object_id,satellite_name,launch_year,launch_mass_kg,dry_mass_kg,operator,country,purpose,orbit_type,perigee_km,apogee_km,inclination_deg,bus_family,mass_source,mass_confidence,dominant_material_1,dominant_material_fraction_1,dominant_material_2,dominant_material_fraction_2,dominant_material_3,dominant_material_fraction_3
40544,"Galileo FOC FM3 (0203, Galileo 7, PRN E26)",2015,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,516","23,574",55.0,"OHB-System GmbH, SSTL ",UCS Database,0.9,Borosilicate Glass,0.568,Solder Alloy Sn-Pb,0.251,Aluminum Alloy 7075,0.181
40545,"Galileo FOC FM4 (0204, Galileo 8, PRN E22)",2015,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,353","23,382",55.1,"OHB-System GmbH, SSTL ",UCS Database,0.9,Stainless Steel 316,0.411,Multi-Layer Insulation Foil,0.231,Inconel 625,0.358
41183,ORBCOMM OG2 FM-118,2015,172.0,,USA,USA,Communications,LEO,615,658,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,,,,,,
40958,"LQSat (Lingqiao Satellite, Jilian 1A)",2015,55.0,39.6,China,NR,Earth Observation,LEO,640,663,98.04,USA,UCS Database,0.9,Silicon Semiconductor,0.505,Stainless Steel 304,0.252,Epoxy Composite,0.243
41189,ORBCOMM OG2 FM-116,2015,172.0,,USA,USA,Communications,LEO,614,654,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,,,,,,
40908,"LilacSat-2 (CAS-3H, Zidingxiang-2)",2015,11.0,7.92,China,NR,Technology Development,LEO,520,541,97.47,Harbin Institute of Technology,UCS Database,0.9,Tungsten Masses,0.486,Indium Phosphide (InP),0.264,Silver Coating,0.25
40889,"Galileo FOC FM5 (0205, Galileo 9, PRN E24)",2015,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,218","23,240",57.1,"OHB-System GmbH, SSTL ",UCS Database,0.9,Silicon Semiconductor,0.413,Solar Cell Silicon,0.204,Aluminum Honeycomb,0.383
40890,"Galileo FOC FM6 (0206, Galileo 10, PRN E30)",2015,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,220","23,239",57.1,"OHB-System GmbH, SSTL ",UCS Database,0.9,Silicon Semiconductor,0.443,Carbon Fiber Reinforced Polymer,0.232,Aluminum Alloy 2024,0.325
40959,"Jilin-1 (Lingqiao-A, Lingqiao Video A)",2015,95.0,,China,NR,Earth Observation,LEO,639,664,98.04,Chang Guang Satellite Technology Co. Ltd.,UCS Database,0.9,,,,,,
41182,ORBCOMM OG2 FM-110,2015,172.0,123.84,USA,USA,Communications,LEO,615,658,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Molybdenum Structure,0.405,Tungsten Masses,0.337,Gallium Nitride (GaN),0.258
41175,"Galileo FOC FM8 (0208, Galileo 11, PRN E08)",2015,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,550","23,618",54.96,"OHB-System GmbH, SSTL ",UCS Database,0.9,Teflon (PTFE),0.545,Multi-Layer Insulation Foil,0.269,Lithium-Ion Battery Cells,0.186
40914,KJSY-1 (Kongjian Shiyan-1),2015,1.0,0.72,China,NR,Technology Development,LEO,520,540,97.46,Tsinghua University,UCS Database,0.9,Epoxy Composite,0.417,Solder Alloy Sn-Pb,0.303,Phenolic Composite,0.28
40912,"DCBB (Kaituo-1B, CAS-3G)",2015,3.0,2.16,China,NR,Technology Development,LEO,514,536,97.46,Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,UCS Database,0.9,Phenolic Composite,0.567,CFRP Structural Tubes,0.279,Nickel-Hydrogen Battery Cells,0.154
40968,BisonSat (Nwist Qwiqway),2015,1.0,0.72,USA,USA,Earth Observation/Technology Development,LEO,497,801,64.78,Salish Kootenai College,UCS Database,0.9,Silicon Semiconductor,0.587,Niobium Alloy,0.286,PEEK Polymer,0.127
40911,XW-2B (CAS-3B),2015,10.0,,China,China,Communications,LEO,520,539,97.46,DFH Satellite Co. Ltd./CAMSAT,UCS Database,0.9,,,,,,
40749,Beidou 3M-2S,2015,800.0,560.0,China,China,Navigation/Global Positioning,Unknown,"21,521","21,550",55.0,Space Technology Research Institute (part of CASC),UCS Database,0.9,Carbon Fiber Reinforced Polymer,0.505,Nickel-Hydrogen Battery Cells,0.275,Fused Silica,0.22
40966,Aerocube 7A,2015,2.0,,USA,USA,Technology Development,LEO,500,802,64.6,Aerospace Corporation,UCS Database,0.9,,,,,,
40906,XW-2C (CAS-3C),2015,10.0,7.2,China,China,Communications,LEO,519,538,97.46,DFH Satellite Co. Ltd./CAMSAT,UCS Database,0.9,Lithium-Ion Battery Cells,0.528,Quartz Glass,0.323,Rhenium Alloy,0.149
40748,Beidou 3M-1S,2015,800.0,560.0,China,China,Navigation/Global Positioning,Unknown,"21,520","21,549",55.0,Space Technology Research Institute (part of CASC),UCS Database,0.9,Borosilicate Glass,0.468,Silicon Semiconductor,0.328,Silver Coating,0.204
40901,"Zheda Pixing 2A (ZP-2A, ZDP-2A)",2015,12.0,8.64,China,China,Technology Development,LEO,517,534,97.46,Zhejiang University,UCS Database,0.9,Titanium Alloy Ti-5Al-2.5Sn,0.588,Solar Cell Silicon,0.316,Beryllium-Copper Alloy,0.096
40907,XW-2D (CAS-3D),2015,10.0,7.2,China,China,Communications,LEO,520,539,97.46,DFH Satellite Co. Ltd./CAMSAT,UCS Database,0.9,Kapton Polyimide,0.522,CFRP Honeycomb,0.287,Magnesium Alloy AZ80,0.191
40899,Tiantuo-3 (Luliang 1),2015,20.0,14.4,China,NR,Technology Development,LEO,392,522,97.42,National University of Defense Technology,UCS Database,0.9,Titanium Alloy Ti-5Al-2.5Sn,0.528,Gold Plating,0.207,Stainless Steel 304,0.265
40965,Aerocube 5C,2015,2.0,,USA,USA,Technology Development,LEO,500,802,64.78,Aerospace Corporation,UCS Database,0.9,,,,,,
40910,XW-2F (CAS-3F),2015,2.0,1.44,China,China,Communications,LEO,520,540,97.46,DFH Satellite Co. Ltd./CAMSAT,UCS Database,0.9,Beryllium-Copper Alloy,0.6,Aluminum Alloy 6061,0.33,Silicon Semiconductor,0.07
40903,XW-2A (CAS-3A),2015,25.0,18.0,China,China,Communications,LEO,518,535,97.46,DFH Satellite Co. Ltd./CAMSAT,UCS Database,0.9,Tungsten Masses,0.459,Ceramic Thermal Tiles,0.203,Gallium Nitride (GaN),0.338
41171,Velox 2,2015,13.0,9.36,Singapore,NR,Technology Development,LEO,537,550,14.98,Nanyang Technological University,UCS Database,0.9,PCB FR-4 Substrate,0.464,Beryllium-Copper Alloy,0.345,CFRP Honeycomb,0.191
40902,"Zheda Pixing 2B (ZP-2B, ZDP-2B)",2015,12.0,8.64,China,NR,Technology Development,LEO,517,535,97.45,Zhejiang University,UCS Database,0.9,Aluminum Alloy 7075,0.483,Solder Alloy SAC305,0.226,Lithium-Ion Battery Cells,0.291
41168,Athenoxat-1 (Athene Noctua Experimental Satellite) ,2015,6.0,4.32,Singapore,NR,Technology Development,LEO,532,550,14.98,Microspace Rapid Pvt Ltd.,UCS Database,0.9,Beryllium-Copper Alloy,0.491,Inconel 718,0.274,Rhenium Alloy,0.235
40718,CBNT-1 (Carbonite 1),2015,91.0,65.52,United Kingdom,United KIngdom,Technology Development,LEO,636,658,98.0,Surrey Satellite Technology Ltd.,UCS Database,0.9,Silicon Semiconductor,0.549,Nomex Honeycomb,0.237,Solder Alloy Sn-Pb,0.214
40930,Astrosat,2015,230.0,165.6,India,India,Space Science,LEO,632,649,5.99,Indian Space Research Organization (ISRO),UCS Database,0.9,Copper Wiring,0.472,PEEK Polymer,0.314,Rhenium Alloy,0.214
40715,DMC 3-1 (Disaster Monitoring Constellation),2015,447.0,321.84,United Kingdom,United Kingdom,Earth Observation,LEO,636,663,98.0,Surrey Satellite Technology Ltd.,UCS Database,0.9,PEEK Polymer,0.454,Aluminum Alloy 6061,0.286,Beryllium Structure,0.26
40716,DMC 3-2 (Disaster Monitoring Constellation),2015,447.0,321.84,United Kingdom,United Kingdom,Earth Observation,LEO,636,663,98.0,Surrey Satellite Technology Ltd.,UCS Database,0.9,Carbon Fiber Reinforced Polymer,0.463,Copper Wiring,0.249,Stainless Steel 304,0.288
40717,DMC 3-3 (Disaster Monitoring Constellation),2015,447.0,321.84,United Kingdom,United Kingdom,Earth Observation,LEO,636,661,98.0,Surrey Satellite Technology Ltd.,UCS Database,0.9,Nomex Honeycomb,0.451,Solder Alloy Sn-Pb,0.206,Silver Coating,0.343
41169,TeLEOS 1,2015,400.0,288.0,Singapore,NR,Earth Observation,LEO,535,550,15.0,ST Electronics Ltd.,UCS Database,0.9,Tungsten Masses,0.416,Polypropylene,0.22,Epoxy Composite,0.364
41166,Velox C1,2015,123.0,88.56,Singapore,NR,Technology Development,LEO,533,550,14.98,Nanyang Technological University,UCS Database,0.9,Ceramic Thermal Tiles,0.499,Magnesium Alloy AZ31,0.269,Solar Cell Silicon,0.232
40380,CP-10 (Exocube),2015,4.0,2.88,USA,NR,Earth Observation,LEO,441,657,99.1,California Polytechnic University/NASA JPL,UCS Database,0.9,Nomex Honeycomb,0.535,Multi-Layer Insulation Foil,0.336,Kevlar Composite,0.129
41872,Lemur-2 Sokolsky (Lemur 2-F14),2016,10.0,7.2,USA,USA,Earth Observation,LEO,498,507,51.6,Spire Global,UCS Database,0.9,Kapton Polyimide,0.564,Gallium Nitride (GaN),0.323,Nomex Honeycomb,0.113
41240,Jason 3,2016,553.0,387.1,USA/France,USA,Earth Observation,Unknown,"1,301","1,324",66.0,Thales Alenia Space,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.472,Teflon (PTFE),0.35,GaAs Semiconductor,0.178
41890,CYGNSS FM07 (Cyclone Global Navigation Satellite System),2016,29.0,,USA,USA,Earth Observation,LEO,514,534,34.96,Southwest Research Institute,UCS Database,0.9,,,,,,
41888,CYGNSS FM08 (Cyclone Global Navigation Satellite System),2016,29.0,20.88,USA,USA,Earth Observation,LEO,515,537,34.95,Southwest Research Institute,UCS Database,0.9,Niobium Alloy,0.435,Solder Alloy Sn-Pb,0.33,GaAs Semiconductor,0.235
41889,CYGNSS FM06 (Cyclone Global Navigation Satellite System),2016,29.0,20.88,USA,USA,Earth Observation,LEO,515,534,34.96,Southwest Research Institute,UCS Database,0.9,PCB FR-4 Substrate,0.555,Rhenium Alloy,0.326,Ceramic Thermal Tiles,0.119
41874,Lemur-2 Wingo (Lemur 2F17),2016,10.0,7.2,USA,USA,Earth Observation,LEO,498,507,51.6,Spire Global,UCS Database,0.9,Aluminum Alloy 7075,0.433,Ceramic Thermal Tiles,0.341,PCB FR-4 Substrate,0.226
41784,PISAT ,2016,6.0,4.32,India,India,Technology Development,LEO,661,704,98.2,"PES University, Bengaluru",UCS Database,0.9,Glass Fiber Reinforced Polymer,0.524,Stainless Steel 316,0.245,GaAs Semiconductor,0.231
41854,Prometheus 2.1 ,2016,1.0,0.72,USA,USA,Technology Development,LEO,574,586,97.99,Los Alamos National Laboratory,UCS Database,0.9,Fused Silica,0.539,Nickel-Hydrogen Battery Cells,0.308,Magnesium Alloy AZ80,0.153
41464,Mikhailo Lomonosov (MVL-300),2016,645.0,464.4,Russia,Russia,Space Science,LEO,469,487,97.27,Roscosmos,UCS Database,0.9,Phenolic Composite,0.511,Niobium Alloy,0.232,Aluminum Honeycomb,0.257
41731,"Quantum Science Satellite (QSS, Micius, Mozi)",2016,700.0,504.0,China,China,Space Science,LEO,493,509,97.3,Chinese Academy of Sciences/Austrian Academy of Sciences,UCS Database,0.9,Phenolic Composite,0.478,Magnesium Alloy AZ31,0.223,Solder Alloy SAC305,0.299
41849,RAVAN (Radiometer Assessment using Vertically Aligned Nanotubes),2016,5.0,3.6,USA,USA,Technology Development,LEO,570,583,97.96,Blue Canyon Technologies,UCS Database,0.9,Solar Cell Silicon,0.507,Solder Alloy SAC305,0.331,Rhenium Alloy,0.162
41759,Ofeq 11,2016,300.0,216.0,Israel,NR,Earth Observation,LEO,386,608,142.0,Israel Aerospace Industries (IAI),UCS Database,0.9,Multi-Layer Insulation Foil,0.574,Ceramic Thermal Tiles,0.298,Solder Alloy SAC305,0.128
41857,Yunhai-1,2016,800.0,,China,China,Earth Observation,LEO,747,798,98.35,Shanghai Academy of Spaceflight Technology (SAST),UCS Database,0.9,,,,,,
41770,Pert-1,2016,430.0,309.6,Peru,Peru,Earth Observation,LEO,704,705,98.2,Airbus Defense and Space,UCS Database,0.9,Molybdenum Structure,0.414,Solar Cell Silicon,0.349,Silicon Semiconductor,0.237
41884,CYGNSS FM05 (Cyclone Global Navigation Satellite System),2016,29.0,,USA,USA,Earth Observation,LEO,515,537,34.96,Southwest Research Institute,UCS Database,0.9,,,,,,
41887,CYGNSS FM01 (Cyclone Global Navigation Satellite System),2016,29.0,,USA,USA,Earth Observation,LEO,515,537,34.96,Southwest Research Institute,UCS Database,0.9,,,,,,
41605,M3MSat (Maritime Monitoring and Messaging Microsatellite),2016,85.0,61.2,Canada,Canada,Earth Observation,LEO,501,515,97.5,Com Dev International (Honeywell Canada),UCS Database,0.9,Borosilicate Glass,0.451,PEEK Polymer,0.24,PCB FR-4 Substrate,0.309
41788,CanX-7,2016,15.0,10.8,Canada,Canada,Technology Development,LEO,661,701,98.2,University of Toronto Institute for Aerospace Studies,UCS Database,0.9,Aluminum Honeycomb,0.504,Inconel 625,0.308,Silicone Elastomer,0.188
41898,"TanSat (Tan Weixing, Carbon Satellite)",2016,620.0,446.4,China,China,Earth Observation,LEO,690,718,98.1,Shanghai Engineering Center for Microsatellites,UCS Database,0.9,Tungsten Masses,0.502,Aluminum Alloy 6061,0.35,Phenolic Composite,0.148
41602,"GHGSat-D (Greenhouse Gas Satellite - Demonstrator, Claire)",2016,15.0,,Canada,Canada,Earth Science,LEO,500,512,97.5,"University of Toronto, Institute for Aerospace Studies/ Space Flight Laboratory",UCS Database,0.9,,,,,,
41599,CartoSat 2C,2016,727.0,523.44,India,India,Earth Observation,LEO,501,519,97.5,Indian Space Research Organization (ISRO),UCS Database,0.9,Aluminum Alloy 7075,0.51,Polypropylene,0.345,GaAs Semiconductor,0.145
41850,CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1),2016,3.0,,USA,USA,Technology Development,LEO,576,586,97.98,M42 Technologies,UCS Database,0.9,,,,,,
41579,GEO IK2 12L (Cosmos 2517),2016,900.0,648.0,Russia,Russia,Earth Science,LEO,935,963,99.27,ISS Reshetnev,UCS Database,0.9,PCB FR-4 Substrate,0.512,Nomex Honeycomb,0.267,CFRP Structural Tubes,0.221
41908,Superview 1-02 (GaoJing 1-02),2016,560.0,403.2,China,China,Earth Observation,LEO,343,548,97.6,China Aerospace Science and Technology Corp. (CASC),UCS Database,0.9,Copper Wiring,0.505,Phenolic Composite,0.223,Nickel-Hydrogen Battery Cells,0.272
41907,Superview 1-01 (GaoJing 1-01),2016,560.0,403.2,China,China,Earth Observation,LEO,352,525,97.6,China Aerospace Science and Technology Corp. (CASC),UCS Database,0.9,Gallium Nitride (GaN),0.411,Silver Coating,0.294,Polyethylene (HDPE),0.295
41899,Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),2016,50.0,,China,China,Earth Observation ,LEO,690,720,98.1,Shanghai Engineering Center for Microsatellites,UCS Database,0.9,,,,,,
41859,"Galileo FOC FM7 (0207, Galileo 15)",2016,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,265","23,305",54.6,"OHB-System GmbH, SSTL ",UCS Database,0.9,Kevlar Composite,0.443,PCB FR-4 Substrate,0.284,Fused Silica,0.273
41862,"Galileo FOC FM14 (0214, Galileo 18)",2016,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,272","23,296",54.6,"OHB-System GmbH, SSTL ",UCS Database,0.9,Inconel 718,0.499,Silicone Elastomer,0.204,Glass Fiber Reinforced Polymer,0.297
41885,CYGNSS FM04 (Cyclone Global Navigation Satellite System),2016,29.0,,USA,USA,Earth Observation,LEO,515,534,34.95,Southwest Research Institute,UCS Database,0.9,,,,,,
41861,"Galileo FOC FM13 (0213, Galileo 17)",2016,723.0,,ESA,NR,Navigation/Global Positioning,Unknown,"22,982","22,982",54.6,"OHB-System GmbH, SSTL ",UCS Database,0.9,,,,,,
41550,"Galileo FOC FM11 (0211, Galileo 14, PRN E02)",2016,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,483","23,530",57.4,"OHB-System GmbH, SSTL ",UCS Database,0.9,Inconel 625,0.436,Solar Cell Silicon,0.215,PCB FR-4 Substrate,0.349
41549,"Galileo FOC FM10 (0210, Galileo 13, PRN E01)",2016,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,272","23,280",57.4,"OHB-System GmbH, SSTL ",UCS Database,0.9,Kapton Polyimide,0.419,Silicon Semiconductor,0.332,Copper Wiring,0.249
41871,Lemur-2 Xiaoqing (Lemur 2F15),2016,10.0,7.2,USA,USA,Earth Observation,LEO,498,507,51.6,Spire Global,UCS Database,0.9,Indium Phosphide (InP),0.504,Nomex Honeycomb,0.319,Molybdenum Structure,0.177
41604,BIROS (Bispectral Infrared Optical System),2016,130.0,93.6,Germany,Germany,Earth Observation,LEO,500,517,97.5,German Aerospace Center (DLR),UCS Database,0.9,CFRP Honeycomb,0.433,Glass Fiber Reinforced Polymer,0.32,Ceramic Thermal Tiles,0.247
41785,Alsat-1B,2016,103.0,,Algeria,Algeria,Earth Observation,LEO,661,704,98.2,Surrey Satellite Technology Ltd.,UCS Database,0.9,,,,,,
41789,Alsat-1N,2016,10.0,7.2,Algeria,Algeria,Technology Development,LEO,661,698,98.2,Surrey Satellite Technology Ltd.,UCS Database,0.9,Silver Coating,0.498,Ceramic Thermal Tiles,0.233,Polyethylene (HDPE),0.269
41786,Alsat-2B,2016,117.0,84.24,Algeria,Algeria,Earth Observation,LEO,646,660,98.2,Airbus Defense and Space,UCS Database,0.9,Solder Alloy Sn-Pb,0.535,Nomex Honeycomb,0.209,Stainless Steel 304,0.256
41852,Aerocube 8D,2016,2.0,1.44,USA,USA,Technology Development,LEO,572,584,98.0,Aerospace Corporation,UCS Database,0.9,Fused Silica,0.487,Silicone Elastomer,0.249,Carbon Fiber Reinforced Polymer,0.264
41886,CYGNSS FM02 (Cyclone Global Navigation Satellite System),2016,29.0,20.88,USA,USA,Earth Observation,LEO,514,536,34.97,Southwest Research Institute,UCS Database,0.9,Beryllium Structure,0.561,Tungsten Masses,0.324,Epoxy Composite,0.115
41891,CYGNSS FM03 (Cyclone Global Navigation Satellite System),2016,29.0,20.88,USA,USA,Earth Observation,LEO,514,533,34.96,Southwest Research Institute,UCS Database,0.9,Solar Cell Silicon,0.498,Stainless Steel 316,0.253,Copper Wiring,0.249
41896,"ERG (Exploration of Energization and Radiation in Geospace, Arase)",2016,350.0,,Japan,Japan,Space Science,Unknown,460,"33,200",31.0,Japan Aerospace Exploration Agency (JAXA),UCS Database,0.9,,,,,,
41860,"Galileo FOC FM12 (0212, Galileo 16)",2016,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,039","23,055",54.6,"OHB-System GmbH, SSTL ",UCS Database,0.9,Silicone Elastomer,0.439,Inconel 718,0.312,Nomex Honeycomb,0.249
41853,Aerocube 8C,2016,5.0,3.6,USA,USA,Technology Development,LEO,569,584,97.9,Aerospace Corporation,UCS Database,0.9,CFRP Structural Tubes,0.497,Silicon Semiconductor,0.206,Solder Alloy Sn-Pb,0.297
41787,BlackSky Pathfinder 1,2016,44.0,31.68,USA,USA,Earth Observation,LEO,661,701,98.2,Spaceflight Industries,UCS Database,0.9,Gallium Nitride (GaN),0.583,Magnesium Alloy AZ31,0.347,Polypropylene,0.07
41601,"SkySat-3 (SkySat Gen 2-1, Skysat C1, S3)",2016,110.0,79.2,USA,USA,Earth Observation,LEO,500,515,97.5,Space Systems/Loral,UCS Database,0.9,Ceramic Thermal Tiles,0.507,Indium Phosphide (InP),0.236,Aluminum Honeycomb,0.257
41790,ScatSat-1,2016,371.0,267.12,India,India,Earth Observation,LEO,717,731,98.1,Indian Space Research Organization (ISRO),UCS Database,0.9,Epoxy Composite,0.559,CFRP Structural Tubes,0.309,Beryllium Structure,0.132
41603,LAPAN A3,2016,115.0,,Indonesia,Indonesia,Earth Observation,LEO,501,517,97.5,Indonesian National Institute of Aeronautics and Space,UCS Database,0.9,,,,,,
41873,Lemur-2 Anubhavthakur (Lemur 2F16),2016,10.0,7.2,USA,USA,Earth Observation,LEO,498,507,51.6,Spire Global,UCS Database,0.9,Solar Cell Silicon,0.54,PEEK Polymer,0.319,Polyethylene (HDPE),0.141
41901,Spark-2,2016,50.0,36.0,China,China,Earth Observation,LEO,690,727,98.15,Shanghai Engineering Center for Microsatellites,UCS Database,0.9,Aluminum Alloy 6061,0.587,Silicon Semiconductor,0.268,Indium Phosphide (InP),0.145
41841,XPNav-1,2016,240.0,172.8,China,China,Technology Development,LEO,493,513,97.4,China Aerospace Science and Technology Corp. (CASC),UCS Database,0.9,Polyethylene (HDPE),0.469,Polypropylene,0.333,Teflon (PTFE),0.198
41460,AAt-4,2016,1.0,0.72,Denmark,Denmark,Earth Observation,LEO,442,687,98.2,University of Aalborg,UCS Database,0.9,Copper Wiring,0.442,Inconel 625,0.303,Gallium Nitride (GaN),0.255
41744,"GSSAP 3 (Geosynchronous Space Situational Awareness Program, USA 270)",2016,500.0,,USA,USA,Space Observation,Unknown,"35,749","35,820",0.03,Orbital ATK,UCS Database,0.9,,,,,,
41745,"GSSAP 4 (Geosynchronous Space Situational Awareness Program, USA 271)",2016,500.0,350.0,USA,USA,Space Observation,Unknown,"35,769","35,899",0.01,Orbital ATK,UCS Database,0.9,Kevlar Composite,0.582,PCB FR-4 Substrate,0.266,Epoxy Composite,0.152
41900,Spark-1,2016,50.0,36.0,China,China,Earth Observation,LEO,690,725,98.15,Shanghai Engineering Center for Microsatellites,UCS Database,0.9,Lithium-Ion Battery Cells,0.593,Solar Cell Silicon,0.306,Beryllium-Copper Alloy,0.101
41773,"SkySat-6 (SkySat C2, S4)",2016,110.0,79.2,USA,USA,Earth Observation,LEO,497,506,97.43,Space Systems/Loral,UCS Database,0.9,Beryllium-Copper Alloy,0.502,Silver Coating,0.339,Ceramic Thermal Tiles,0.159
41771,"SkySat-4 (SkySat C4, S104)",2016,110.0,79.2,USA,USA,Earth Observation,LEO,501,502,97.6,Space Systems/Loral,UCS Database,0.9,Aluminum Alloy 7075,0.574,Magnesium Alloy AZ31,0.322,Aluminum Honeycomb,0.104
41772,"SkySat-5 (SkySat C5, S105)",2016,110.0,79.2,USA,USA,Earth Observation,LEO,501,502,97.42,Space Systems/Loral,UCS Database,0.9,Nomex Honeycomb,0.597,CFRP Structural Tubes,0.254,GaAs Semiconductor,0.149
41774,"SkySat-7 (SkySat C3, S103)",2016,110.0,,USA,USA,Earth Observation,LEO,501,502,97.42,Space Systems/Loral,UCS Database,0.9,,,,,,
42759,Zhuhai 1-02 (OVS-1B),2017,55.0,39.6,China,China,Earth Observation,LEO,533,545,43.02,Zhuhai Orbita Control Engineering Co. Ltd.,UCS Database,0.9,PCB FR-4 Substrate,0.4,Titanium Alloy Ti-6Al-4V,0.315,Solar Cell Silicon,0.285
43011,HEAD-1 ,2017,45.0,32.4,China,NR,Earth Observation,LEO,796,809,98.6,Shanghai Academy of Spaceflight Technology (SAST),UCS Database,0.9,Teflon (PTFE),0.426,PEEK Polymer,0.232,Beryllium-Copper Alloy,0.342
43055,"Galileo FOC FM15 (0215, Galileo 19)",2017,715.0,,ESA,NR,Navigation/Global Positioning,Unknown,"23,164","23,184",56.9,"OHB-System GmbH, SSTL ",UCS Database,0.9,,,,,,
43056,"Galileo FOC FM16 (0216, Galileo 20)",2017,715.0,500.5,ESA,NR,Navigation/Global Positioning,Unknown,"22,904","22,927",57.01,"OHB-System GmbH, SSTL ",UCS Database,0.9,Teflon (PTFE),0.41,Silver Coating,0.27,Polyethylene (HDPE),0.32
43057,"Galileo FOC FM17 (0217, Galileo 21)",2017,715.0,500.5,ESA,NR,Navigation/Global Positioning,Unknown,"22,905","22,918",56.9,"OHB-System GmbH, SSTL ",UCS Database,0.9,Indium Phosphide (InP),0.479,Beryllium-Copper Alloy,0.215,Fused Silica,0.306
43058,"Galileo FOC FM18 (0218, Galileo 22)",2017,715.0,500.5,ESA,NR,Navigation/Global Positioning,Unknown,"22,903","23,149",57.1,"OHB-System GmbH, SSTL ",UCS Database,0.9,Solar Cell Silicon,0.543,Polypropylene,0.343,Inconel 625,0.114
41920,Iridium Next SV 102,2017,860.0,619.2,USA,USA,Communications,LEO,609,621,86.6,Thales Alenia Space/Orbital ATK,UCS Database,0.9,Aluminum Honeycomb,0.539,Borosilicate Glass,0.221,Glass Fiber Reinforced Polymer,0.24
42777,Compass-2 (QB50-DE04),2017,5.0,3.6,Germany,Belgium,Technology Development,LEO,496,513,97.45,FH Aachen,UCS Database,0.9,Kapton Polyimide,0.449,Aluminum Alloy 2024,0.332,Multi-Layer Insulation Foil,0.219
41918,Iridium Next SV 103,2017,860.0,619.2,USA,USA,Communications,LEO,610,623,86.6,Thales Alenia Space/Orbital ATK,UCS Database,0.9,PCB FR-4 Substrate,0.482,Rhenium Alloy,0.219,Nomex Honeycomb,0.299
41922,Iridium Next SV 104,2017,860.0,,USA,USA,Communications,LEO,608,622,86.6,Thales Alenia Space/Orbital ATK,UCS Database,0.9,,,,,,
41921,Iridium Next SV 105,2017,860.0,,USA,USA,Communications,LEO,608,622,86.6,Thales Alenia Space/Orbital ATK,UCS Database,0.9,,,,,,
41917,Iridium Next SV 106,2017,860.0,619.2,USA,USA,Communications,LEO,701,704,86.5,Thales Alenia Space/Orbital ATK,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.441,Titanium Alloy Ti-5Al-2.5Sn,0.232,Silver Coating,0.327
42960,Iridium Next SV 107,2017,860.0,619.2,USA,USA,Communications,LEO,610,626,86.6,Thales Alenia Space/Orbital ATK,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.527,Nickel-Hydrogen Battery Cells,0.336,Carbon Fiber Reinforced Polymer,0.137
42838,Lemur-2 AndiS (Lemur 2F47),2017,10.0,7.2,USA,USA,Earth Observation,LEO,586,598,97.6,Spire Global,UCS Database,0.9,Rhenium Alloy,0.453,GaAs Semiconductor,0.257,Solar Cell Silicon,0.29
42752,Lemur-2 Angela (Lemur 2F31),2017,10.0,7.2,USA,USA,Earth Observation,LEO,476,490,51.64,Spire Global,UCS Database,0.9,Silicone Elastomer,0.555,Titanium Alloy Ti-5Al-2.5Sn,0.288,Phenolic Composite,0.157
42845,Lemur-2 Zachary (Lemur 2F46),2017,10.0,,USA,USA,Earth Observation,LEO,587,597,97.6,Spire Global,UCS Database,0.9,,,,,,
43074,Iridium Next SV 151,2017,860.0,619.2,USA,USA,Communications,LEO,609,625,86.7,Thales Alenia Space/Orbital ATK,UCS Database,0.9,Epoxy Composite,0.478,Stainless Steel 304,0.313,Silicone Elastomer,0.209
41949,INS-1A (ISRO Nano Satellite),2017,8.0,,India,India,Earth Observation,LEO,496,508,97.5,ISRO Satellite Center,UCS Database,0.9,,,,,,
41954,INS-1B (ISRO Nano Satellite),2017,8.0,5.76,India,India,Earth Observation,LEO,496,508,97.5,ISRO Satellite Center,UCS Database,0.9,Niobium Alloy,0.476,CFRP Structural Tubes,0.321,Gold Plating,0.203
42991,"SkySat-9 (SkySat C7, S107)",2017,110.0,79.2,USA,USA,Earth Observation,LEO,500,526,97.3,Space Systems/Loral,UCS Database,0.9,Quartz Glass,0.522,Beryllium-Copper Alloy,0.33,CFRP Structural Tubes,0.148
